1	82.3333282471	2	20.6690006256	2.0	119.284797668
1	85.3333282471	2	14.0939998627	0.0	88.0800018311
1	85.9999313354	2	13.2379999161	0.0	117.029396057
1	97.5000610352	3	13.623000145	2.0	108.239593506
1	60.9999008179	3	16.5310001373	0.0	134.223098755
1	76.0000534058	3	36.4924583435	2.0	111.216094971
1	80.6665267944	3	29.1979846954	1.0	136.332504272
1	96.7333984375	3	31.3048706055	2.0	110.308105469
1	73.8334655762	4	33.7581787109	4.0	101.640098572
1	64.8332290649	4	36.1415214539	2.0	163.289703369
1	55.4999504089	3	36.9044799805	6.0	157.677749634
1	81.0	4	54.4208602905	1.0	201.80480957
1	31.8332996368	4	34.1241836548	11.0	210.917190552
1	55.5000076294	4	52.9690132141	1.0	187.225494385
1	76.9999313354	4	40.091594696	4.0	185.50213623
1	78.6667251587	2	34.2142295837	0.0	51.6690979004
1	87.9999847412	4	36.0296897888	0.0	171.908203125
1	55.6666679382	3	29.9336147308	2.0	171.395004272
1	69.0000610352	3	37.8808708191	0.0	134.677597046
1	113.333335876	3	33.5655822754	1.0	320.673278809
1	64.3332672119	3	30.1589717865	0.0	162.368621826
1	80.8333816528	4	25.4098968506	4.0	216.434310913
1	81.4999389648	4	34.0231590271	0.0	192.18258667
1	75.1666641235	5	59.6773948669	2.0	161.620620728
1	50.6667709351	5	39.9404983521	2.0	262.8125
1	60.4999237061	5	40.4573669434	8.0	300.84979248
1	84.8333206177	4	40.9685096741	2.0	166.891906738
1	75.5000152588	5	44.2346191406	4.0	234.38420105
1	69.3333282471	5	80.5238952637	5.0	253.059066772
1	67.6666488647	5	52.7524871826	8.0	171.731903076
1	77.8333892822	4	58.1351356506	3.0	302.8359375
1	30.6666965485	5	48.0070724487	4.0	170.73399353
1	50.1667327881	5	135.873855591	4.0	265.597106934
1	64.0	3	103.423835754	4.0	180.631500244
1	57.333366394	4	68.0022659302	6.0	134.323547363
1	73.8333358765	4	67.8677902222	0.0	137.671096802
1	60.6667366028	2	55.902053833	1.0	88.8359451294
1	55.3334732056	5	30.5904102325	35.0	119.8309021
1	77.8332595825	6	67.1164932251	8.0	205.876495361
1	45.4998970032	5	41.5757026672	6.0	246.388900757
1	81.2333297729	6	69.2315292358	11.0	241.81338501
1	62.0000686646	5	82.4185943604	7.0	152.648895264
1	49.8334007263	5	69.1750717163	4.0	214.10559082
1	50.8666419983	4	63.8712615967	0.0	164.299301147
1	87.4000320435	3	47.8187332153	2.0	154.23109436
1	40.8333015442	5	58.5195922852	3.0	412.669311523
1	56.333278656	5	56.3778457642	8.0	179.084793091
1	60.3667297363	3	49.6255950928	2.0	166.981506348
1	88.666633606	4	23.825925827	1.0	170.168655396
1	42.0000457764	5	87.7972183228	3.0	307.475006104
1	43.6666374207	5	45.3731956482	3.0	208.801803589
1	55.9999656677	5	118.211448669	6.0	176.859802246
1	41.8333358765	5	63.5620346069	4.0	166.73789978
1	20.4000072479	5	64.8847808838	2.0	312.096008301
1	68.2332611084	5	74.7668609619	5.0	193.865310669
1	68.6666793823	6	63.7933387756	6.0	188.395568848
1	42.9999961853	5	61.883441925	6.0	214.977493286
1	21.8333301544	5	79.8325042725	5.0	199.873413086
1	35.4999656677	5	58.147731781	12.0	183.242904663
1	43.1667366028	4	71.6561584473	3.0	149.729904175
1	56.4000701904	2	180.478942871	1.0	166.393600464
1	37.1666183472	5	57.2638206482	8.0	576.119934082
1	69.1666717529	5	220.862854004	1.0	333.363922119
1	20.9999332428	5	75.9301376343	9.0	172.074707031
1	26.0000705719	5	68.9486236572	4.0	154.251251221
1	77.3332443237	3	74.0932540894	0.0	176.597000122
1	62.5000953674	4	100.578315735	19.0	365.240112305
1	53.4999961853	4	103.731513977	2.0	288.083404541
1	48.0000648499	6	45.1133117676	10.0	480.343811035
1	68.5001373291	5	125.082572937	5.0	196.596191406
1	41.0666656494	6	48.4932556152	4.0	284.53729248
1	20.3333358765	6	109.812225342	8.0	156.971359253
1	48.0000038147	5	71.9777984619	19.0	213.394897461
1	64.000038147	5	66.6729354858	5.0	240.979019165
1	41.6999893188	3	56.4231719971	3.0	180.27897644
1	53.1666717529	4	78.4282073975	6.0	167.136291504
1	172.333343506	6	89.2776947021	2.0	289.310699463
1	56.3333969116	5	76.4355163574	4.0	248.587493896
1	14.8999996185	4	38.1831016541	6.0	133.052703857
2	23.6667346954	2	20.7094993591	0.0	112.357200623
2	23.3333339691	2	14.4219999313	0.0	116.692001343
2	24.9999332428	2	9.34560012817	0.0	104.667602539
2	27.1333351135	2	10.2060003281	0.0	117.339797974
2	22.1666679382	3	17.2049999237	0.0	89.300201416
2	42.9999389648	3	15.2410001755	2.0	172.041992188
2	44.6665992737	3	11.4860715866	0.0	156.901794434
2	42.6665916443	3	16.1900672913	0.0	169.360610962
2	42.6665916443	3	14.2117319107	12.0	157.124404907
2	42.6667327881	4	14.3151054382	2.0	164.092208862
2	51.4999847412	4	17.3698234558	12.0	180.835998535
2	55.6667366028	4	13.4857234955	0.0	203.889801025
2	60.5333404541	4	18.6539039612	0.0	186.105606079
2	61.6666793823	4	14.5050973892	0.0	217.179580688
2	57.6667366028	4	14.8313026428	0.0	233.233383179
2	56.8333511353	5	19.2913398743	0.0	100.802497864
2	68.9333343506	5	20.6389789581	0.0	238.176971436
2	55.4000053406	5	24.1374835968	0.0	243.783721924
2	73.1999969482	5	18.0282821655	0.0	289.019012451
2	60.3332633972	5	18.8211898804	1.0	242.338088989
2	60.6666717529	5	16.6988258362	0.0	201.73109436
2	73.666595459	5	14.441608429	0.0	277.87197876
2	58.3999977112	5	15.5384721756	0.0	166.596405029
2	66.8000030518	5	16.3926086426	0.0	250.07649231
2	51.5666694641	5	18.5976638794	0.0	266.132598877
2	75.5333328247	6	17.6708869934	0.0	290.28692627
2	75.6666717529	6	20.2460823059	0.0	311.403686523
2	60.4666748047	6	22.2903289795	0.0	256.453796387
2	70.5333023071	6	22.1326236725	2.0	247.543197632
2	70.2666778564	6	29.9507904053	0.0	304.496582031
2	68.2666625977	6	23.1588172913	0.0	282.156829834
2	68.6666641235	6	22.298997879	16.0	270.179992676
2	59.6000061035	6	22.2487773895	0.0	210.691955566
2	59.0000076294	4	21.2284450531	2.0	304.956817627
